"Order ID","Customer ID","Product ID",Sales,Quantity
CA-2017-112039,JC-15775,TEC-PH-10000984,470.38,3
CA-2017-118885,JG-15160,FUR-CH-10002880,393.57,4
CA-2017-118885,JG-15160,TEC-PH-10002563,302.38,3
CA-2015-109512,LF-17185,FUR-CH-10001146,383.61,7
CA-2015-109512,LF-17185,OFF-ST-10000689,563.4,4
CA-2014-140165,EH-14005,OFF-BI-10004519,398.35,8
CA-2014-142587,TB-21520,FUR-TA-10000617,409.59,3
CA-2015-109197,JO-15280,OFF-BI-10004632,487.98,2
CA-2017-141789,AC-10450,OFF-BI-10001359,1793.98,2
CA-2014-169775,RA-19945,OFF-BI-10004390,505.18,4
CA-2017-167094,DK-12835,FUR-CH-10000155,478.48,2
CA-2017-154410,MD-17860,OFF-ST-10002743,909.12,8
CA-2017-121503,FH-14275,OFF-PA-10001878,273.9,7
CA-2017-121503,FH-14275,TEC-MA-10003674,597.13,3
CA-2015-123673,CH-12070,TEC-PH-10001809,299.9,2
US-2017-111423,EH-13765,OFF-BI-10003091,895.92,5
US-2017-111423,EH-13765,FUR-CH-10003981,462.56,2
CA-2016-156685,SC-20230,TEC-PH-10004345,863.64,9
US-2017-101539,VM-21685,TEC-PH-10004165,659.98,3
CA-2016-152121,CC-12670,TEC-PH-10002483,271.99,1
CA-2017-101245,LW-16990,OFF-PA-10003129,244.55,5
CA-2016-112109,JE-15715,FUR-CH-10004287,662.88,3
CA-2017-157987,AC-10615,FUR-TA-10001889,254.53,1
CA-2017-157987,AC-10615,FUR-CH-10003379,1282.41,5
CA-2017-157987,AC-10615,TEC-AC-10002842,238,2
CA-2017-110905,RW-19690,TEC-AC-10003023,296.85,5
CA-2017-110905,RW-19690,OFF-ST-10000025,286.29,3
CA-2017-165841,DB-13210,TEC-PH-10002103,281.97,3
CA-2017-117485,BD-11320,TEC-AC-10004659,291.96,4
CA-2017-140242,ML-17755,TEC-AC-10004659,408.74,7
CA-2014-110408,AS-10225,OFF-ST-10001522,275.97,3
CA-2014-110408,AS-10225,TEC-PH-10002352,1394.95,5
CA-2014-110408,AS-10225,FUR-CH-10003774,545.88,6
CA-2016-112669,KT-16465,FUR-CH-10004086,933.54,4
CA-2014-122749,NG-18430,TEC-PH-10003811,479.96,4
CA-2014-164721,LW-16825,OFF-AP-10000240,320.88,6
CA-2016-147417,CB-12415,TEC-CO-10001449,1439.98,4
CA-2015-127509,AS-10090,FUR-TA-10002855,1024.38,7
US-2017-147221,JS-16030,OFF-AP-10002534,294.62,5
CA-2017-163510,JW-15955,FUR-CH-10001146,304.45,5
CA-2014-116407,JF-15190,OFF-AP-10002118,333.06,2
CA-2016-145905,AM-10705,FUR-CH-10001854,350.98,1
CA-2016-145905,AM-10705,OFF-ST-10003716,900.08,4
CA-2016-168354,RH-19510,OFF-ST-10001490,1606.23,9
CA-2016-168354,RH-19510,FUR-CH-10004675,872.32,4
US-2017-111241,GM-14500,OFF-BI-10002867,239.12,5
CA-2017-162481,CT-11995,FUR-CH-10003061,269.97,3
CA-2016-131835,MC-17590,TEC-PH-10001760,597,3
CA-2015-142237,CK-12595,FUR-FU-10004848,289.8,7
CA-2015-142237,CK-12595,FUR-CH-10003833,341.49,8
CA-2017-120376,TP-21130,FUR-CH-10002335,1586.69,7
CA-2017-120376,TP-21130,FUR-TA-10004534,411.8,2
CA-2014-106439,GG-14650,OFF-ST-10001963,405.64,4
CA-2014-106439,GG-14650,TEC-AC-10004568,251.91,9
CA-2015-133452,ZC-21910,FUR-TA-10003954,710.83,3
US-2017-110996,KA-16525,FUR-CH-10003956,283.92,5
CA-2017-122504,DB-13270,TEC-PH-10002468,761.54,7
CA-2016-140501,IM-15070,OFF-ST-10000060,324.9,5
CA-2017-166142,MM-17260,FUR-TA-10004607,310.44,3
CA-2014-145926,MP-17470,FUR-CH-10004289,479.9,5
US-2016-146570,SN-20710,OFF-BI-10001718,511.84,8
CA-2017-124401,RD-19900,TEC-AC-10002926,279.94,7
US-2014-140116,KT-16480,OFF-ST-10000078,636.41,3
CA-2014-123295,AH-10120,FUR-CH-10002372,259.14,4
CA-2015-164882,SG-20080,OFF-BI-10004519,398.35,3
CA-2015-164882,SG-20080,FUR-CH-10004218,323.14,4
CA-2015-164882,SG-20080,TEC-PH-10001578,1295.84,4
CA-2015-164882,SG-20080,FUR-BO-10002213,425.83,1
CA-2017-155460,RW-19630,OFF-BI-10003091,895.92,5
CA-2017-167381,EH-14005,FUR-BO-10001972,241.96,2
CA-2014-159520,GT-14635,FUR-TA-10003238,991.76,3
US-2016-152051,TS-21160,FUR-CH-10002965,422.06,3
US-2016-152051,TS-21160,OFF-ST-10001713,254.35,6
CA-2014-124646,DV-13465,OFF-ST-10001097,501.81,3
CA-2017-166296,KF-16285,OFF-PA-10004359,314.55,3
US-2017-137491,LC-16930,FUR-CH-10004675,305.31,2
CA-2016-128818,CJ-12010,FUR-CH-10002084,442.76,4
CA-2016-128818,CJ-12010,TEC-MA-10000488,3999.95,5
CA-2017-143063,IL-15100,TEC-PH-10003645,1454.49,9
US-2014-165659,LT-17110,TEC-PH-10002563,881.93,7
CA-2014-125556,ML-17410,TEC-PH-10001079,832.93,7
CA-2017-129378,NS-18505,OFF-AP-10000576,241.96,2
CA-2017-130841,MH-17620,TEC-PH-10001817,1145.6,4
CA-2015-131884,DK-13375,TEC-PH-10001578,485.94,2
CA-2016-139157,GM-14680,FUR-TA-10003238,330.59,1
CA-2014-128055,AA-10315,OFF-BI-10004390,673.57,2
CA-2017-157091,DB-13405,FUR-FU-10000293,526.45,5
CA-2015-123232,DJ-13630,TEC-PH-10001051,319.97,4
CA-2016-146633,TG-21310,OFF-BI-10003527,1016.79,1
US-2016-126893,CT-11995,TEC-PH-10004165,494.98,3
CA-2017-103380,BF-11005,TEC-PH-10004165,659.98,3
CA-2015-116092,JM-16195,OFF-AP-10001391,541.44,6
CA-2016-164091,LA-16780,TEC-PH-10001944,437.85,3
CA-2017-105214,TS-21610,FUR-CH-10000015,1212.96,7
CA-2015-117611,MZ-17335,TEC-AC-10002049,371.97,3
CA-2017-122994,MV-17485,FUR-BO-10004015,359.97,3
CA-2016-131065,AA-10375,TEC-AC-10004145,499.98,2
CA-2015-142944,JL-15850,FUR-FU-10000308,435.26,7
CA-2015-142944,JL-15850,TEC-CO-10003763,1119.98,2
CA-2014-104283,LM-17065,OFF-ST-10004337,306.2,5
CA-2017-142622,JK-15625,FUR-CH-10004289,614.27,8
CA-2017-115154,RS-19420,FUR-TA-10001950,892.98,2
CA-2015-149342,TS-21160,TEC-PH-10001557,287.97,3
CA-2015-113145,VD-21670,FUR-FU-10000965,259.7,5
CA-2015-113145,VD-21670,TEC-AC-10001838,1399.93,7
CA-2015-113145,VD-21670,TEC-PH-10002597,503.96,4
CA-2016-106558,DL-13495,TEC-AC-10001142,316,4
CA-2017-157931,MO-17800,FUR-CH-10000785,723.92,4
CA-2017-116225,SV-20935,TEC-AC-10001432,390.75,5
US-2017-120418,BC-11125,FUR-CH-10001394,280.79,1
CA-2017-122035,EM-13825,OFF-AP-10002118,416.32,2
CA-2017-122035,EM-13825,TEC-AC-10003095,389.97,3
CA-2017-165491,HW-14935,TEC-AC-10000358,265.93,7
CA-2015-109470,KC-16255,OFF-BI-10000977,364.8,12
US-2015-147739,JD-16150,FUR-FU-10001468,547.14,4
CA-2017-169285,RW-19690,OFF-PA-10004071,277.4,5
CA-2017-152695,CC-12220,OFF-AP-10000026,426.79,7
CA-2016-119025,PV-18985,OFF-AP-10001205,490.32,9
CA-2016-159373,LT-17110,FUR-TA-10004619,557.59,5
CA-2015-111514,SC-20260,FUR-BO-10002545,1552.83,7
CA-2015-111514,SC-20260,TEC-MA-10000597,239.98,3
US-2014-148838,CP-12340,FUR-TA-10003473,1579.75,7
US-2014-148838,CP-12340,FUR-TA-10001950,1071.58,4
US-2014-148838,CP-12340,FUR-TA-10004175,613.91,3
CA-2017-155152,MP-17965,TEC-AC-10004353,252,4
CA-2016-159940,BF-11020,FUR-CH-10000785,253.37,2
US-2017-117534,CV-12295,TEC-CO-10000971,479.98,2
US-2015-127040,SG-20605,TEC-AC-10002637,1619.91,9
CA-2017-147361,SB-20290,OFF-ST-10001809,628.81,7
US-2016-110170,HM-14860,FUR-BO-10000780,956.66,7
CA-2017-108574,MG-18145,TEC-AC-10002049,1115.91,9
CA-2017-144589,TM-21010,TEC-PH-10003072,359.98,3
CA-2014-151295,JA-15970,FUR-TA-10002356,629.06,3
CA-2016-156300,TB-21595,FUR-CH-10001714,754.45,5
CA-2015-146087,PP-18955,FUR-BO-10002824,301.96,2
CA-2017-168655,ML-18040,TEC-AC-10002842,595,5
CA-2016-107202,LC-16930,TEC-MA-10000112,2396.4,10
US-2017-147669,SV-20935,FUR-TA-10002645,273.06,2
CA-2014-148586,AZ-10750,FUR-CH-10002439,366.79,7
CA-2015-154746,PJ-18835,OFF-AP-10003057,826.11,3
CA-2017-140053,CA-12265,FUR-FU-10003708,545.85,9
CA-2016-146934,AF-10870,TEC-PH-10004614,345,5
CA-2016-146934,AF-10870,OFF-AP-10003217,662.84,4
CA-2016-146934,AF-10870,TEC-PH-10001336,257.98,2
CA-2016-119165,BD-11320,FUR-CH-10000988,492.84,5
CA-2015-128027,CM-12385,OFF-ST-10001809,269.49,3
CA-2017-128755,MK-18160,OFF-ST-10003306,571.44,4
US-2016-135923,CM-11935,FUR-BO-10002213,451.14,4
CA-2016-114972,PF-19225,OFF-AP-10003057,1101.48,4
CA-2017-102750,GM-14695,FUR-TA-10000198,1322.35,3
CA-2017-147956,AH-10210,OFF-ST-10001097,1003.62,6
CA-2017-126067,KN-16705,FUR-TA-10000617,1137.75,5
CA-2015-141040,TB-21250,TEC-PH-10001835,631.96,4
CA-2014-144624,JM-15865,TEC-PH-10002885,4548.81,7
CA-2016-146206,KT-16480,FUR-TA-10004086,300.93,5
CA-2016-146206,KT-16480,TEC-PH-10000895,719.96,5
CA-2014-136644,SC-20575,FUR-CH-10000225,647.84,8
CA-2014-143917,KL-16645,OFF-SU-10000151,8187.65,5
CA-2017-163902,MY-17380,TEC-AC-10000580,479.94,6
CA-2016-136812,AW-10930,OFF-ST-10003470,1117.92,4
CA-2014-106572,NP-18700,OFF-ST-10000585,264.32,2
CA-2014-128888,PB-19105,OFF-EN-10003001,604.66,9
CA-2016-124352,CD-12790,OFF-AP-10002651,868.59,3
CA-2014-111500,DJ-13510,TEC-AC-10000844,339.96,4
US-2017-117723,DL-13495,OFF-ST-10004459,1801.63,6
CA-2015-168746,SV-20365,TEC-PH-10000895,431.98,4
CA-2015-113404,EM-13810,FUR-CH-10003312,1348.7,6
CA-2015-113404,EM-13810,FUR-CH-10004086,700.15,3
US-2015-128090,JM-15865,TEC-PH-10002624,1879.96,5
US-2015-128090,JM-15865,OFF-PA-10001878,313.02,8
CA-2017-101042,AB-10105,FUR-FU-10004665,821.88,6
CA-2016-118626,JC-15775,TEC-PH-10000369,705.54,7
CA-2015-147788,TM-21010,FUR-BO-10004357,1406.86,7
CA-2015-147788,TM-21010,OFF-ST-10000046,323.1,2
CA-2017-123967,SF-20200,FUR-TA-10003954,2665.62,9
CA-2017-148929,SP-20620,OFF-ST-10003282,478.08,8
CA-2016-155845,CM-12235,TEC-AC-10004145,1399.94,7
CA-2017-145128,SM-20320,FUR-FU-10000293,526.45,5
CA-2014-129091,RA-19885,OFF-BI-10001071,319.9,5
CA-2014-129091,RA-19885,OFF-AP-10002734,675.12,3
US-2014-155502,SD-20485,OFF-ST-10004337,489.92,8
CA-2017-131695,RA-19285,OFF-ST-10001476,248.57,7
CA-2016-137729,BF-11005,TEC-PH-10001433,246.17,3
US-2016-115455,SE-20110,FUR-TA-10003569,601.47,3
CA-2017-149048,BM-11650,OFF-BI-10004632,914.97,3
CA-2017-149048,BM-11650,TEC-PH-10002310,587.97,3
CA-2017-149048,BM-11650,OFF-ST-10000078,530.34,2
CA-2016-165848,EN-13780,TEC-MA-10003356,1349.85,3
CA-2014-127446,MC-17590,FUR-TA-10000577,1218.74,5
CA-2017-127180,TA-21385,TEC-CO-10004722,11199.97,4
CA-2017-127180,TA-21385,TEC-PH-10001494,2399.6,8
US-2017-165344,SB-20290,TEC-MA-10002210,653,7
CA-2015-162369,TT-21265,OFF-ST-10000046,323.1,2
CA-2017-108441,SB-20170,FUR-CH-10000595,858.24,4
CA-2014-131002,TB-21400,FUR-FU-10004665,821.88,6
US-2016-146794,SH-19975,FUR-BO-10004467,424.96,5
CA-2017-112515,AS-10225,FUR-BO-10003404,1292.94,3
CA-2017-112515,AS-10225,OFF-ST-10001272,261.74,2
CA-2015-135538,HR-14830,FUR-CH-10004287,883.84,4
CA-2017-123372,DG-13300,TEC-PH-10002834,1979.89,11
CA-2016-164784,HF-14995,FUR-TA-10004534,370.62,3
CA-2014-126403,RR-19525,FUR-CH-10003761,785.88,6
CA-2014-126403,RR-19525,OFF-ST-10000078,1325.85,5
CA-2017-127026,MH-18115,TEC-AC-10002049,619.95,5
CA-2017-127026,MH-18115,TEC-MA-10002981,350.97,3
CA-2017-137085,CT-11995,OFF-BI-10000632,312.55,9
CA-2014-145317,SM-20320,TEC-MA-10003626,821.3,4
CA-2014-145317,SM-20320,TEC-MA-10002412,22638.48,6
CA-2015-121797,CC-12145,TEC-MA-10000488,1919.98,3
CA-2014-110100,LC-16885,TEC-PH-10004531,302.38,3
CA-2014-100006,DK-13375,TEC-PH-10002075,377.97,3
CA-2017-149888,EP-13915,TEC-PH-10003811,359.97,5
CA-2017-149888,EP-13915,FUR-TA-10000849,350.35,4
CA-2017-119193,SK-19990,TEC-PH-10003072,629.96,7
CA-2017-104801,FH-14350,TEC-AC-10001838,799.96,4
CA-2015-115798,KL-16645,TEC-PH-10003691,377.97,3
CA-2015-115798,KL-16645,FUR-BO-10004467,299.97,3
CA-2017-122707,EB-13750,OFF-SU-10000157,477.24,4
CA-2015-140144,SC-20770,FUR-FU-10002253,257.64,6
CA-2014-155887,KT-16480,FUR-TA-10002228,700.06,3
US-2014-141257,CS-11950,FUR-CH-10002758,585.55,3
CA-2014-154669,TM-21010,OFF-ST-10000532,423.28,11
CA-2015-155306,GA-14515,TEC-AC-10003174,323.37,3
CA-2015-155306,GA-14515,TEC-PH-10002310,783.96,5
CA-2015-155306,GA-14515,OFF-AP-10002651,1447.65,5
CA-2016-127775,ES-14020,TEC-AC-10002402,239.97,3
CA-2016-146171,JP-16135,OFF-ST-10001526,481.32,4
CA-2017-167752,RW-19690,OFF-AP-10002945,1924.16,8
CA-2016-139878,LD-17005,TEC-PH-10001336,257.98,2
CA-2015-149972,CD-12790,FUR-CH-10004997,601.54,4
CA-2014-154599,KN-16450,TEC-PH-10001557,1075.09,14
CA-2014-154599,KN-16450,TEC-PH-10000576,438.37,4
CA-2014-154599,KN-16450,FUR-BO-10001337,308.5,3
CA-2016-153318,JS-15595,TEC-PH-10000984,783.96,5
CA-2015-148635,MH-18025,FUR-BO-10002213,704.9,5
CA-2015-148635,MH-18025,FUR-CH-10001854,561.57,2
CA-2015-135685,MP-18175,TEC-AC-10004145,999.96,4
CA-2015-135685,MP-18175,FUR-TA-10000688,653.55,3
CA-2015-104626,DR-12940,OFF-ST-10003208,1088.76,6
CA-2016-160500,DM-13015,FUR-TA-10003748,298.78,3
CA-2017-100202,BD-11620,TEC-PH-10002563,302.38,3
US-2014-112914,MT-18070,FUR-BO-10003272,300.53,2
CA-2014-148915,ND-18370,OFF-ST-10001128,443.92,5
CA-2016-147368,TC-21295,TEC-MA-10002178,695.7,2
US-2014-125521,CK-12325,FUR-CH-10003379,1139.92,4
US-2016-162852,BG-11695,FUR-CH-10004853,845.49,8
CA-2017-152093,SN-20560,OFF-BI-10003527,762.59,3
CA-2017-157854,DM-13345,OFF-BI-10001359,2690.97,3
CA-2016-128594,DJ-13510,FUR-CH-10001215,1603.14,4
CA-2017-138975,SC-20380,TEC-PH-10004389,377.97,3
CA-2017-138975,SC-20380,FUR-BO-10004695,1628.82,9
CA-2017-138975,SC-20380,OFF-PA-10000100,286.93,7
CA-2014-148040,BF-11275,FUR-CH-10001482,314.35,3
CA-2017-137022,SW-20275,OFF-ST-10001963,811.28,8
US-2016-167339,TD-20995,FUR-CH-10000785,1013.49,7
CA-2016-152072,Dp-13240,TEC-AC-10000844,254.97,3
US-2016-159856,EP-13915,FUR-CH-10003396,307.92,5
US-2016-164630,EB-13975,TEC-CO-10000971,959.97,4
US-2015-114839,PW-19240,FUR-CH-10004086,408.42,2
CA-2015-166464,PG-18895,TEC-CO-10000971,479.98,2
CA-2016-153577,KH-16330,FUR-CH-10003981,539.66,3
CA-2014-127586,CS-12400,OFF-ST-10002615,310.12,2
CA-2015-118444,VD-21670,OFF-AP-10000576,387.14,4
CA-2015-134747,DL-12925,TEC-PH-10001750,263.96,4
US-2017-120390,TH-21550,OFF-BI-10004995,1633.19,4
US-2016-169040,GT-14710,TEC-PH-10002834,431.98,3
US-2016-169040,GT-14710,OFF-PA-10001736,248.08,7
CA-2017-155880,JD-16150,FUR-CH-10004675,1526.56,7
CA-2017-155880,JD-16150,FUR-CH-10002880,368.97,3
CA-2017-126242,MC-18100,OFF-ST-10000675,305.01,9
CA-2017-134915,EM-14140,TEC-PH-10001459,671.98,2
CA-2017-167941,JF-15565,OFF-AP-10002118,499.58,3
CA-2017-167941,JF-15565,OFF-ST-10000736,259.14,4
CA-2015-137512,AG-10675,FUR-TA-10001095,244.01,2
CA-2014-109232,ND-18370,FUR-CH-10000422,545.94,6
US-2014-112872,RC-19960,FUR-TA-10003238,275.49,1
CA-2016-139269,JB-16045,OFF-ST-10000689,1267.65,9
CA-2016-139010,MC-17635,OFF-ST-10001809,449.15,5
CA-2017-147291,MJ-17740,OFF-BI-10003091,895.92,4
CA-2017-116519,CR-12730,OFF-AP-10000828,904.9,5
CA-2016-115525,RR-19525,OFF-AP-10000026,243.88,5
CA-2017-134845,SR-20425,TEC-MA-10000822,2549.99,5
US-2015-138919,LS-16975,FUR-TA-10004154,344.22,2
US-2016-160528,MH-18115,OFF-ST-10002743,727.3,8
US-2016-160528,MH-18115,TEC-AC-10002842,666.4,7
CA-2017-124674,JB-16000,FUR-BO-10002202,327.73,2
CA-2017-116855,AI-10855,FUR-CH-10003846,504.9,5
US-2016-164189,DR-12880,TEC-PH-10003691,403.17,4
CA-2017-149559,KF-16285,FUR-CH-10002320,2054.27,8
CA-2015-135174,BP-11230,TEC-PH-10001530,1022.97,5
CA-2017-121419,TC-21475,FUR-TA-10004534,411.8,2
CA-2017-121419,TC-21475,TEC-AC-10000892,360,4
CA-2016-128517,SW-20350,TEC-PH-10002555,517.9,2
US-2015-100377,TS-21370,TEC-CO-10001046,2799.96,5
CA-2017-106859,BF-11215,OFF-PA-10001815,288.24,6
US-2017-120089,ML-17755,OFF-AP-10003779,663.94,4
CA-2014-119375,YC-21895,OFF-ST-10002011,2934.33,7
CA-2014-143903,KM-16375,OFF-ST-10003306,342.86,3
CA-2014-143903,KM-16375,FUR-CH-10002024,981.37,2
US-2017-132297,DW-13480,TEC-PH-10002834,539.97,3
CA-2017-118773,TP-21415,OFF-BI-10004584,252.78,4
US-2017-159205,DB-12910,TEC-PH-10000526,671.93,7
CA-2016-112123,BH-11710,OFF-BI-10001071,447.86,7
CA-2016-112123,BH-11710,TEC-PH-10001557,479.95,5
CA-2017-131233,CS-12355,FUR-BO-10003441,242.35,3
CA-2017-119578,JG-15310,OFF-SU-10003505,695.16,6
CA-2017-127460,FG-14260,OFF-ST-10004340,298.46,6
CA-2016-121671,AA-10480,OFF-ST-10002344,242.94,3
CA-2016-121671,AA-10480,OFF-ST-10000078,265.17,1
CA-2016-150350,MS-17770,TEC-MA-10001972,837.6,3
CA-2016-150350,MS-17770,FUR-CH-10001973,532.7,6
CA-2015-121720,JE-15610,FUR-CH-10003312,1123.92,5
CA-2015-121720,JE-15610,TEC-PH-10002496,249.58,2
CA-2015-121720,JE-15610,OFF-ST-10001780,1036.62,2
CA-2015-121720,JE-15610,OFF-ST-10003816,563.81,4
CA-2017-149895,EB-14110,TEC-PH-10002200,258.53,2
CA-2014-136399,CC-12100,FUR-CH-10002602,241.57,2
CA-2014-136399,CC-12100,TEC-AC-10001142,395,5
CA-2014-136399,CC-12100,TEC-PH-10004977,627.17,4
US-2016-148110,AR-10825,FUR-CH-10002647,347.8,7
CA-2017-131828,CS-11845,FUR-CH-10004495,963.14,4
CA-2015-147830,NF-18385,TEC-AC-10002049,2025.36,6
CA-2015-147830,NF-18385,TEC-MA-10000418,1799.99,2
CA-2015-147830,NF-18385,FUR-FU-10004091,262.86,7
CA-2017-150497,SM-20950,OFF-BI-10004600,735.98,2
CA-2015-139584,EM-13810,FUR-TA-10001539,284.36,2
CA-2014-153969,HF-14995,TEC-PH-10001299,239.98,2
CA-2016-138695,KC-16675,FUR-CH-10003833,390.27,8
US-2016-133879,KT-16465,FUR-CH-10000665,528.43,5
CA-2017-105235,SM-20950,OFF-AP-10001271,254.9,5
CA-2017-152912,BM-11650,TEC-AC-10004666,826.62,3
CA-2017-152912,BM-11650,OFF-ST-10003208,1633.14,9
CA-2017-152912,BM-11650,OFF-ST-10003208,544.38,3
CA-2014-158372,RD-19900,TEC-PH-10002103,601.54,8
CA-2016-108882,LA-16780,TEC-AC-10000420,349.95,5
CA-2016-108882,LA-16780,TEC-PH-10002726,377.93,9
CA-2017-104640,FH-14275,OFF-BI-10003925,931.18,3
CA-2017-104640,FH-14275,TEC-PH-10002200,430.88,2
CA-2014-108189,ES-14080,TEC-PH-10001760,318.4,2
CA-2014-154641,KL-16645,OFF-ST-10004459,375.34,1
US-2016-127971,DW-13195,FUR-CH-10003774,318.43,5
CA-2017-113355,SJ-20215,FUR-CH-10002602,317.06,3
US-2017-140907,BP-11185,OFF-ST-10000060,324.9,5
CA-2014-140662,TS-21205,OFF-PA-10003395,733.95,7
CA-2014-140662,TS-21205,OFF-AP-10001242,241.44,3
US-2014-126571,JF-15565,OFF-ST-10003816,281.9,2
CA-2017-133865,PS-19045,TEC-CO-10001046,3359.95,6
CA-2014-102988,GM-14695,OFF-SU-10002881,4164.05,5
CA-2015-157770,RD-19585,TEC-PH-10001530,494.38,3
CA-2015-157770,RD-19585,TEC-AC-10001552,248.85,5
CA-2017-113418,CM-12655,TEC-MA-10002428,1704.89,11
CA-2017-136308,MW-18235,TEC-MA-10000488,1919.98,3
US-2014-159926,CS-11950,TEC-PH-10001128,539.96,6
CA-2014-104738,SP-20620,TEC-PH-10000576,328.78,3
US-2014-133130,TH-21100,FUR-CH-10002602,603.92,5
CA-2017-169978,HG-15025,FUR-CH-10002602,271.76,2
CA-2017-161739,EB-13750,FUR-FU-10001468,341.96,5
CA-2014-134551,TS-21505,FUR-CH-10004287,662.88,3
CA-2014-165309,KD-16270,OFF-BI-10001359,896.99,5
CA-2014-165309,KD-16270,OFF-PA-10001033,262.34,8
CA-2014-165309,KD-16270,TEC-PH-10004959,241.18,3
US-2017-109253,PR-18880,TEC-PH-10004667,431.97,4
US-2017-109253,PR-18880,FUR-TA-10001539,568.73,3
CA-2016-145982,TB-21055,FUR-TA-10001307,244.62,1
US-2014-134733,BM-11650,FUR-BO-10002916,436,3
US-2014-150434,CA-12310,TEC-PH-10000895,359.98,2
CA-2014-115161,LC-17050,FUR-BO-10003966,290.67,2
CA-2016-134887,TB-21280,TEC-AC-10003832,1287.45,5
CA-2015-161718,SO-20335,FUR-CH-10002372,364.41,5
CA-2015-161718,SO-20335,FUR-CH-10002965,361.76,2
CA-2015-130659,MS-17365,FUR-CH-10003535,384.17,7
CA-2015-130659,MS-17365,TEC-PH-10004586,1799.75,5
CA-2017-148404,Dp-13240,OFF-ST-10003208,580.67,4
CA-2014-166471,MG-17650,TEC-PH-10001530,1091.17,4
US-2017-148362,KF-16285,OFF-ST-10001128,443.92,4
CA-2014-102274,DH-13075,OFF-PA-10004359,629.1,6
US-2014-150119,LB-16795,FUR-CH-10002965,281.37,2
US-2014-150119,LB-16795,FUR-CH-10002965,281.37,2
CA-2016-100244,GM-14695,OFF-BI-10003656,271.98,2
CA-2015-150791,CC-12430,FUR-CH-10000665,271.76,2
CA-2016-134803,CL-12565,OFF-AP-10000891,262.24,2
CA-2016-134803,CL-12565,TEC-MA-10001972,558.4,2
CA-2015-153381,DE-13255,FUR-CH-10000988,1408.1,10
CA-2017-152583,RA-19945,FUR-TA-10002041,251.01,2
CA-2017-168858,JD-16150,OFF-AP-10003849,2504.74,7
CA-2014-157609,KN-16705,TEC-PH-10002415,471.92,2
CA-2017-136448,AS-10090,OFF-BI-10001359,538.19,2
CA-2017-114258,EM-13825,TEC-PH-10003012,492.77,4
CA-2015-152611,KA-16525,OFF-AR-10003903,286.79,7
US-2015-147242,EH-13765,FUR-BO-10004695,361.96,2
US-2015-147242,EH-13765,OFF-PA-10003039,278.82,9
CA-2016-131289,SP-20620,FUR-TA-10003954,1421.66,6
CA-2014-124688,CC-12610,TEC-PH-10000455,579.95,5
CA-2014-124688,CC-12610,FUR-TA-10003569,1202.94,3
CA-2015-157322,RH-19600,FUR-CH-10004086,408.42,2
CA-2015-157322,RH-19600,FUR-CH-10003774,382.12,6
CA-2015-157322,RH-19600,OFF-ST-10003208,435.5,3
CA-2017-142034,KB-16240,TEC-AC-10000990,655.9,5
CA-2017-142034,KB-16240,FUR-CH-10000665,603.92,4
CA-2016-107328,CA-12055,FUR-TA-10001932,513.02,2
CA-2016-107328,CA-12055,OFF-AP-10004487,487.92,6
CA-2016-150945,JK-16120,OFF-ST-10003716,900.08,4
CA-2014-166863,SC-20020,TEC-MA-10001972,418.8,2
CA-2014-166863,SC-20020,OFF-ST-10004123,509.49,7
CA-2017-140326,HW-14935,FUR-BO-10000112,825.17,9
US-2016-113649,HA-14920,OFF-AP-10002518,569.54,4
CA-2015-124975,MG-17875,FUR-TA-10002645,796.43,7
CA-2016-114482,DM-13345,TEC-PH-10001580,404.94,3
CA-2016-132731,GA-14515,TEC-PH-10004120,657.55,6
CA-2017-148922,SU-20665,TEC-AC-10001838,599.97,3
CA-2014-110849,JL-15835,TEC-MA-10002859,287.97,4
CA-2016-152555,ME-17320,FUR-CH-10002965,844.12,6
CA-2016-152555,ME-17320,TEC-PH-10001254,812.74,8
CA-2014-120838,PO-18865,OFF-ST-10000585,330.4,2
CA-2014-120838,PO-18865,TEC-PH-10003484,604.75,6
CA-2017-152737,TS-21505,TEC-AC-10004975,439.8,4
CA-2017-103877,RD-19660,OFF-BI-10003650,1577.94,3
CA-2017-168109,JK-15640,TEC-MA-10001148,2395.2,6
CA-2017-168109,JK-15640,TEC-AC-10002049,1687.8,4
CA-2016-104157,MT-17815,FUR-TA-10004915,2430.08,8
CA-2015-121650,KD-16495,FUR-TA-10003569,801.96,2
CA-2017-121839,MH-18115,TEC-PH-10002885,1169.69,3
CA-2017-158729,AC-10450,OFF-SU-10002881,1665.62,2
CA-2017-146535,FM-14290,OFF-ST-10001526,1443.96,12
CA-2016-108434,JG-15160,OFF-ST-10002615,465.18,3
CA-2017-138310,NP-18700,TEC-AC-10001990,431.93,9
CA-2014-159835,RB-19330,FUR-CH-10004997,657.93,5
CA-2017-112956,TH-21550,OFF-PA-10000357,277.4,5
CA-2017-112529,SC-20770,FUR-TA-10002622,718.12,6
CA-2017-141929,RA-19285,OFF-BI-10004632,487.98,2
CA-2017-113530,BC-11125,FUR-CH-10002647,681.41,12
CA-2014-169726,JH-15985,OFF-BI-10004600,2060.74,7
CA-2017-132178,DB-12970,OFF-ST-10000025,763.44,8
CA-2016-145177,PP-18955,OFF-AP-10002457,334.88,4
CA-2014-156594,MC-17845,OFF-BI-10004632,487.98,2
CA-2017-133004,AJ-10945,OFF-AP-10002439,638.73,9
